Ortholog_Group,ArcA,DcuR,Fnr,NarL,NarP,NsrR,TtrR
ABUJ63_RS21230,0,0,1,0,1,1,0
ABUJ63_RS21255,0,1,0,0,0,0,1
ABUJ63_RS21270,0,0,1,0,0,0,0
ABUJ63_RS21275,1,0,0,0,0,0,0
ABUJ63_RS21280,1,0,0,0,0,0,0
ABUJ63_RS21305,1,0,0,0,0,0,0
ABUJ63_RS21330,0,0,0,0,0,0,1
ABUJ63_RS21345,0,0,0,0,0,0,1
ABUJ63_RS21415,0,0,0,0,0,0,1
ABUJ63_RS21425,0,0,0,1,0,0,0
ABUJ63_RS21435,0,0,0,0,0,1,1
ABUJ63_RS21465,0,0,1,0,0,0,0
ABUJ63_RS21485,1,0,0,1,0,1,0
ABUJ63_RS21490,1,0,0,1,0,0,0
ABUJ63_RS21495,0,0,0,1,0,0,0
ABUJ63_RS21515,0,0,0,0,1,1,0
ABUJ63_RS21525,0,0,1,0,1,0,0
ABUJ63_RS21530,1,0,1,1,0,0,0
ABUJ63_RS21535,0,0,0,1,0,0,1
ABUJ63_RS21540,1,0,0,0,0,0,0
ABUJ63_RS21545,0,1,0,0,0,1,1
ABUJ63_RS21550,0,0,1,0,0,0,0
ABUJ63_RS21560,0,0,0,0,1,1,1
ABUJ63_RS21570,0,1,0,0,0,0,0
ABUJ63_RS21580,1,1,0,1,0,0,0
ABUJ63_RS21595,1,0,0,1,0,1,0
ABUJ63_RS21610,0,1,0,0,0,0,0
ABUJ63_RS21640,1,0,0,0,0,0,1
ABUJ63_RS21670,0,0,0,0,0,0,1
ABUJ63_RS21675,0,0,0,0,0,1,0
ABUJ63_RS21685,1,0,0,0,0,0,0
ABUJ63_RS21705,0,0,0,1,1,0,0
ABUJ63_RS21720,0,0,0,0,1,0,0
ABUJ63_RS21735,1,0,1,0,0,0,0
ABUJ63_RS21760,0,1,0,0,0,0,0
ABUJ63_RS21770,0,1,0,0,0,0,1
ABUJ63_RS21780,1,0,0,1,0,0,0
ABUJ63_RS21785,0,0,1,0,0,0,0
ABUJ63_RS21795,0,0,0,1,0,1,0
ABUJ63_RS21800,1,0,0,0,0,1,0
ABUJ63_RS21810,0,0,0,0,0,0,1
ABUJ63_RS21835,0,0,0,0,1,0,0
ABUJ63_RS21875,1,0,0,0,0,0,0
ABUJ63_RS21910,0,1,1,1,0,0,0
ABUJ63_RS21915,0,1,1,0,0,1,0
ABUJ63_RS21920,1,0,0,0,0,1,0
ABUJ63_RS21925,1,0,0,0,0,0,0
ABUJ63_RS21950,1,0,0,1,0,1,1
ABUJ63_RS21975,0,0,1,0,0,0,0
ABUJ63_RS21985,0,1,1,0,0,0,0
ABUJ63_RS22035,1,0,1,0,1,1,0
ABUJ63_RS22040,0,0,0,0,0,1,0
ABUJ63_RS22045,0,0,0,1,1,1,0
ABUJ63_RS22065,0,1,0,0,0,0,0
ABUJ63_RS22070,0,0,0,0,1,0,0
ABUJ63_RS22075,0,0,0,1,0,0,0
ABUJ63_RS22080,1,0,0,0,1,1,0
ABUJ63_RS22085,0,1,1,0,0,0,0
ABUJ63_RS22095,0,0,0,1,0,0,0
ABUJ63_RS22100,1,0,0,0,0,0,1
ABUJ63_RS22110,0,0,0,0,0,1,0
ABUJ63_RS22115,0,0,0,1,0,0,0
ABUJ63_RS22120,1,0,0,0,0,0,0
ABUJ63_RS22125,1,0,0,0,0,0,0
ABUJ63_RS22130,1,0,0,0,1,1,0
ABUJ63_RS22135,1,0,0,0,1,1,0
ABUJ63_RS22140,0,0,0,0,1,0,0
ABUJ63_RS22150,0,0,1,0,0,0,0
ABUJ63_RS22165,1,0,0,0,0,1,0
ABUJ63_RS22190,0,1,1,0,0,0,0
ABUJ63_RS22210,0,1,0,0,0,0,0
ABUJ63_RS22225,0,0,0,0,1,0,0
ABUJ63_RS22240,0,0,0,0,0,1,0
ABUJ63_RS22285,0,0,1,0,0,0,0
ABUJ63_RS22290,0,1,0,0,0,0,0
ABUJ63_RS22300,0,0,0,0,1,1,0
ABUJ63_RS22350,0,0,1,0,0,0,0
ABUJ63_RS22380,0,0,0,1,1,0,1
ABUJ63_RS22410,1,0,0,0,0,0,0
ABUJ63_RS22430,0,0,1,0,0,0,1
ABUJ63_RS22440,1,0,0,0,0,0,0
ABUJ63_RS22485,0,0,0,0,1,0,0
ABUJ63_RS22550,0,0,0,1,0,0,0
ABUJ63_RS22600,0,0,1,0,1,0,0
ABUJ63_RS22605,0,0,0,0,1,1,1
ABUJ63_RS22620,0,1,0,0,0,0,0
ABUJ63_RS22680,1,0,0,0,1,0,0
ABUJ63_RS22840,0,1,1,0,0,0,0
ABUJ63_RS22845,0,1,0,0,0,0,0
ABUJ63_RS22850,0,0,1,0,0,0,1
ABUJ63_RS22855,0,0,1,0,0,0,0
ABUJ63_RS22860,0,0,1,0,0,0,0
ABUJ63_RS22885,0,0,0,0,0,0,1
ABUJ63_RS22900,1,1,0,0,0,1,0
ABUJ63_RS22905,0,0,1,0,0,0,0
ABUJ63_RS22945,0,1,0,0,0,0,0
ABUJ63_RS22950,0,1,1,0,0,1,0
ABUJ63_RS22955,0,0,1,0,0,0,0
ABUJ63_RS22965,0,0,1,0,0,0,0
ABUJ63_RS22970,0,0,0,0,0,1,0
ABUJ63_RS22975,1,1,0,0,1,0,0
ABUJ63_RS22980,0,0,0,0,1,0,0
ABUJ63_RS22985,0,1,1,0,0,0,0
ABUJ63_RS22995,0,1,1,0,0,0,0
ABUJ63_RS23005,0,1,1,0,0,0,0
ABUJ63_RS23035,0,0,1,0,0,0,0
ABUJ63_RS23040,0,1,1,0,0,0,0
ABUJ63_RS23045,0,1,0,0,0,0,0
ABUJ63_RS23050,0,0,1,0,0,0,0
ABUJ63_RS23055,0,0,1,0,0,0,0
ABUJ63_RS23060,0,1,0,0,0,0,0
ABUJ63_RS23125,0,0,0,1,1,0,0
ABUJ63_RS23135,0,1,1,0,0,0,0
ABUJ63_RS23140,0,1,0,0,0,0,0
ABUJ63_RS23145,1,0,1,0,0,0,0
ABUJ63_RS23160,0,0,0,0,0,1,0
ABUJ63_RS23165,0,0,0,0,0,0,1
ABUJ63_RS23205,0,0,0,1,0,0,0
ABUJ63_RS23225,0,1,0,0,0,0,0
ABUJ63_RS23230,0,0,0,1,0,0,0
ABUJ63_RS23235,0,0,0,1,0,0,0
ABUJ63_RS23250,0,0,0,1,0,0,0
ABUJ63_RS23295,0,0,0,0,0,0,1
ABUJ63_RS23310,1,0,0,0,0,0,0
ABUJ63_RS23340,1,0,0,1,0,0,0
ABUJ63_RS23355,0,0,0,1,0,1,0
ABUJ63_RS23370,0,1,1,0,0,0,0
ABUJ63_RS23380,0,0,1,0,0,0,0
ABUJ63_RS23385,0,1,0,0,0,0,1
ABUJ63_RS23395,0,0,0,1,0,0,0
ABUJ63_RS23400,0,1,1,0,0,0,0
ABUJ63_RS23415,0,0,1,0,0,0,0
ABUJ63_RS23425,0,0,0,1,0,0,0
ABUJ63_RS23430,0,0,0,0,0,0,1
ABUJ63_RS23440,0,0,0,0,0,0,1
ABUJ63_RS23450,0,1,1,0,0,0,0
ABUJ63_RS23455,0,1,0,0,0,0,0
ABUJ63_RS23460,0,0,0,0,1,0,0
ABUJ63_RS23475,0,0,0,0,1,0,0
ABUJ63_RS23480,0,0,0,1,0,1,0
ABUJ63_RS23495,0,1,1,0,0,0,0
ABUJ63_RS23510,0,0,0,0,0,1,0
ABUJ63_RS23520,0,0,0,0,0,1,0
ABUJ63_RS23550,0,0,0,0,1,0,0
ABUJ63_RS23555,0,0,0,1,1,0,0
ABUJ63_RS23640,1,0,0,0,0,1,0
ABUJ63_RS23770,0,0,0,1,1,0,0
ABUJ63_RS23850,0,1,0,0,1,0,0
ABUJ63_RS23885,0,0,1,0,1,0,1
ABUJ63_RS23925,1,0,0,0,0,0,0
ABUJ63_RS23945,1,0,0,0,0,1,0
ABUJ63_RS23965,0,0,0,0,1,0,0
HFU19_RS00025,0,0,0,0,0,1,0
HFU19_RS00030,0,1,1,1,0,0,0
HFU19_RS00035,0,1,1,0,0,1,0
HFU19_RS00055,0,0,0,0,1,0,0
HFU19_RS00065,1,0,0,1,0,0,0
HFU19_RS00100,0,0,1,0,0,0,0
HFU19_RS00115,1,0,0,1,0,0,0
HFU19_RS00130,0,0,0,1,0,1,0
HFU19_RS00145,0,0,0,1,1,0,0
HFU19_RS00165,1,0,0,0,0,0,0
HFU19_RS00170,0,0,0,0,0,1,0
HFU19_RS00175,0,0,1,0,0,0,0
HFU19_RS00180,0,0,0,0,0,1,0
HFU19_RS00185,0,0,0,0,0,0,1
HFU19_RS00215,1,0,0,0,0,0,1
HFU19_RS00245,0,1,0,0,0,0,0
HFU19_RS00260,1,0,0,1,0,1,0
HFU19_RS00275,1,1,0,1,0,0,0
HFU19_RS00285,0,1,0,0,0,0,0
HFU19_RS00290,0,0,0,1,0,0,0
HFU19_RS00295,0,0,0,0,1,1,1
HFU19_RS00305,0,0,1,0,0,0,0
HFU19_RS00310,0,1,0,0,0,1,1
HFU19_RS00315,1,0,0,0,0,0,0
HFU19_RS00320,0,0,0,1,0,0,1
HFU19_RS00325,1,0,1,1,0,0,0
HFU19_RS00330,0,0,1,0,1,0,0
HFU19_RS00340,0,0,0,0,1,1,0
HFU19_RS00360,0,0,0,1,0,0,0
HFU19_RS00365,1,0,0,1,0,0,0
HFU19_RS00370,1,0,0,1,0,1,0
HFU19_RS00390,0,0,1,0,0,0,0
HFU19_RS00415,0,0,0,0,0,1,1
HFU19_RS00430,0,0,0,1,0,0,0
HFU19_RS00440,0,0,0,0,0,0,1
HFU19_RS00460,0,1,0,0,0,0,0
HFU19_RS00470,1,0,0,0,1,0,0
HFU19_RS00480,1,0,0,0,0,1,0
HFU19_RS00490,1,0,0,0,0,1,1
HFU19_RS00495,0,0,0,0,0,0,1
HFU19_RS00500,0,0,1,0,0,0,1
HFU19_RS00510,0,0,0,0,0,1,0
HFU19_RS00520,0,0,1,0,0,0,1
HFU19_RS00525,0,0,0,0,0,1,0
HFU19_RS00530,0,0,0,0,0,1,0
HFU19_RS00535,0,0,0,0,0,1,0
HFU19_RS00560,1,0,0,0,1,1,0
HFU19_RS00595,0,1,1,0,0,0,0
HFU19_RS00600,0,0,0,1,0,0,0
HFU19_RS00605,0,0,0,0,1,0,0
HFU19_RS00675,0,0,1,0,0,0,0
HFU19_RS00715,0,1,0,0,0,0,0
HFU19_RS00755,0,0,0,1,0,1,0
HFU19_RS00795,0,0,0,0,0,1,0
HFU19_RS00800,0,0,0,1,0,0,0
HFU19_RS00805,0,0,0,1,0,0,0
HFU19_RS00835,0,1,0,0,1,0,0
HFU19_RS00840,0,0,1,0,0,1,0
HFU19_RS00845,0,0,0,0,0,1,0
HFU19_RS00865,0,1,0,0,0,0,1
HFU19_RS00905,1,0,0,1,0,0,0
HFU19_RS00915,0,0,0,1,0,1,0
HFU19_RS00935,0,1,1,0,0,0,0
HFU19_RS00940,1,0,0,1,1,0,0
HFU19_RS00955,0,0,0,1,0,1,0
HFU19_RS00990,1,0,0,0,0,1,1
HFU19_RS00995,0,0,0,1,1,0,0
HFU19_RS01030,0,0,0,1,1,0,1
HFU19_RS01045,0,0,1,1,0,0,0
HFU19_RS01050,0,0,1,1,1,1,0
HFU19_RS01060,0,0,0,1,0,0,0
HFU19_RS01065,0,0,0,1,0,0,1
HFU19_RS01070,0,0,0,0,1,0,0
HFU19_RS01080,0,0,0,0,1,0,0
HFU19_RS01115,1,0,0,0,1,0,0
HFU19_RS01120,1,0,0,0,1,0,0
HFU19_RS01130,1,0,0,0,0,0,0
HFU19_RS01135,0,0,1,0,0,0,0
HFU19_RS01165,0,0,0,1,0,0,0
HFU19_RS01175,1,0,0,0,0,1,0
HFU19_RS01235,0,0,0,1,0,0,0
HFU19_RS01250,1,0,0,0,0,0,0
HFU19_RS01255,0,0,1,0,0,0,0
HFU19_RS01265,0,0,1,0,0,0,0
HFU19_RS01280,1,0,0,0,0,0,0
HFU19_RS01285,1,0,0,0,0,0,0
HFU19_RS01310,0,0,0,0,1,0,0
HFU19_RS01365,1,0,0,0,0,0,0
HFU19_RS01400,0,0,0,1,0,1,0
HFU19_RS01405,0,0,0,0,0,1,0
HFU19_RS01410,0,0,0,0,0,1,0
HFU19_RS01430,0,0,0,0,1,1,0
HFU19_RS01435,1,0,0,0,1,1,1
HFU19_RS01440,0,0,0,1,0,0,0
HFU19_RS01475,0,0,0,0,0,1,0
HFU19_RS01540,0,0,1,0,0,1,0
HFU19_RS01560,0,0,0,1,0,0,0
HFU19_RS01565,0,1,1,0,0,0,0
HFU19_RS01635,1,0,0,0,0,0,0
HFU19_RS01640,0,0,0,0,1,0,0
HFU19_RS01655,0,0,0,0,0,1,0
HFU19_RS01685,0,0,0,0,0,1,0
HFU19_RS01695,0,1,0,0,0,0,0
HFU19_RS01775,0,0,0,0,0,1,0
HFU19_RS01800,0,0,0,0,0,0,1
HFU19_RS01835,0,0,0,0,0,0,1
HFU19_RS01840,1,0,0,0,0,0,0
HFU19_RS01845,1,0,0,1,0,0,0
HFU19_RS01850,0,0,0,0,0,1,0
HFU19_RS01895,0,1,0,0,0,0,0
HFU19_RS01935,1,0,0,0,1,1,1
HFU19_RS01940,1,0,0,0,0,1,0
HFU19_RS01955,1,0,0,0,0,1,0
HFU19_RS01965,0,0,0,1,0,0,0
HFU19_RS01970,0,0,0,1,0,0,0
HFU19_RS01980,1,0,0,1,0,0,0
HFU19_RS01985,0,0,0,1,0,0,0
HFU19_RS01990,1,0,1,0,0,0,0
HFU19_RS01995,0,0,0,0,1,0,0
HFU19_RS02020,1,0,0,0,0,0,0
HFU19_RS02030,0,0,1,1,1,0,0
HFU19_RS02215,1,0,0,0,1,0,0
HFU19_RS02275,0,1,0,0,0,0,0
HFU19_RS02290,0,0,0,0,1,1,1
HFU19_RS02295,0,0,1,0,1,0,0
HFU19_RS02300,0,0,1,1,0,0,0
HFU19_RS02305,0,0,0,1,1,0,0
HFU19_RS02310,0,0,0,1,0,0,0
HFU19_RS02340,1,0,0,1,0,1,0
HFU19_RS02345,0,1,1,0,0,0,0
HFU19_RS02380,0,0,0,0,0,0,1
HFU19_RS02395,1,0,0,0,1,0,1
HFU19_RS02485,0,0,0,0,0,0,1
HFU19_RS02515,1,0,0,0,1,0,0
HFU19_RS02520,0,0,0,0,0,1,0
HFU19_RS02535,1,1,0,0,0,0,0
HFU19_RS02545,1,0,0,1,0,0,0
HFU19_RS02585,0,0,0,0,0,0,1
HFU19_RS02615,0,0,0,0,0,1,0
HFU19_RS02630,0,0,0,0,0,1,0
HFU19_RS02640,0,0,0,0,1,1,0
HFU19_RS02655,0,0,1,0,0,0,0
HFU19_RS02790,0,0,0,0,0,1,0
HFU19_RS02840,1,0,0,0,0,0,1
HFU19_RS02845,0,1,0,0,0,0,0
HFU19_RS02855,0,0,0,1,0,0,0
HFU19_RS02915,0,0,0,0,1,0,0
HFU19_RS02920,1,0,0,1,0,0,0
HFU19_RS02935,0,0,0,0,1,0,0
HFU19_RS02940,1,0,0,0,0,0,1
HFU19_RS02945,0,0,0,0,0,0,1
HFU19_RS02955,0,0,0,0,1,0,0
HFU19_RS02970,0,0,0,0,1,0,0
HFU19_RS02975,1,0,0,1,0,0,0
HFU19_RS02995,0,0,0,1,1,0,0
HFU19_RS03015,0,0,0,0,1,0,0
HFU19_RS03075,0,0,1,0,0,0,0
HFU19_RS03090,0,0,0,0,0,1,0
HFU19_RS03115,0,0,0,0,0,1,0
HFU19_RS03120,0,0,0,1,1,1,0
HFU19_RS03130,1,1,0,0,0,0,0
HFU19_RS03150,0,0,0,0,0,0,1
HFU19_RS03155,1,0,1,0,1,0,0
HFU19_RS03165,0,0,0,1,0,0,0
HFU19_RS03175,0,0,0,1,0,1,0
HFU19_RS03185,0,0,0,0,1,0,0
HFU19_RS03190,0,1,0,0,0,0,0
HFU19_RS03205,0,0,1,0,0,0,1
HFU19_RS03220,0,0,0,0,0,0,1
HFU19_RS03230,0,0,0,0,1,0,0
HFU19_RS03235,0,0,0,0,1,0,0
HFU19_RS03245,1,0,0,0,0,0,0
HFU19_RS03255,0,0,0,0,0,0,1
HFU19_RS03260,0,0,1,0,0,0,1
HFU19_RS03270,0,0,0,0,1,0,0
HFU19_RS03275,1,0,0,0,1,0,0
HFU19_RS03290,0,0,0,0,0,1,0
HFU19_RS03295,1,0,0,0,1,0,0
HFU19_RS03305,1,0,0,1,0,1,0
HFU19_RS03310,0,0,0,0,1,0,0
HFU19_RS03315,1,0,0,1,0,0,0
HFU19_RS03320,0,0,0,0,0,1,0
HFU19_RS03325,1,0,0,0,0,0,0
HFU19_RS03335,0,0,0,1,0,0,0
HFU19_RS03340,0,0,0,0,0,1,0
HFU19_RS03345,1,0,0,0,1,0,0
HFU19_RS03350,1,0,0,0,1,0,0
HFU19_RS03375,0,1,0,0,0,0,0
HFU19_RS03380,0,0,0,0,0,0,1
HFU19_RS03385,1,0,0,1,0,0,0
HFU19_RS03390,1,0,0,1,0,0,1
HFU19_RS03395,0,1,0,1,0,0,0
HFU19_RS03455,0,0,0,1,0,1,0
HFU19_RS03465,0,0,0,0,0,1,0
HFU19_RS03480,0,0,1,1,0,1,0
HFU19_RS03485,0,0,0,0,1,0,0
HFU19_RS03515,1,0,0,0,0,1,0
HFU19_RS03520,0,1,0,0,0,0,0
HFU19_RS03540,0,0,0,1,1,0,0
HFU19_RS03555,0,0,0,1,0,0,1
HFU19_RS03580,0,0,0,1,0,1,0
HFU19_RS03595,0,0,1,0,1,1,0
HFU19_RS03600,0,0,0,0,0,1,0
HFU19_RS03620,0,1,0,1,1,0,0
HFU19_RS03625,0,0,0,0,1,0,0
HFU19_RS03630,0,0,1,0,0,1,0
HFU19_RS03635,0,0,1,0,0,0,0
HFU19_RS03640,0,1,0,1,0,0,0
HFU19_RS03645,0,1,1,0,1,0,0
HFU19_RS03665,1,1,0,1,0,0,0
HFU19_RS03695,0,0,0,0,1,0,0
HFU19_RS03700,0,0,1,0,1,0,1
HFU19_RS03705,0,0,1,0,1,0,1
HFU19_RS03745,1,0,0,0,0,0,0
HFU19_RS03765,0,0,0,0,1,1,0
HFU19_RS03770,0,0,1,0,0,0,0
HFU19_RS03785,0,1,1,0,0,0,0
HFU19_RS03805,0,1,0,0,0,0,0
HFU19_RS03815,0,1,0,0,0,0,0
HFU19_RS03820,0,0,0,1,0,0,0
HFU19_RS03830,0,0,0,1,0,0,0
HFU19_RS03840,0,1,0,0,0,0,0
HFU19_RS03850,0,0,0,1,0,0,0
HFU19_RS03855,0,1,0,1,0,0,0
HFU19_RS03860,0,0,0,1,0,1,0
HFU19_RS03890,0,0,1,0,0,0,0
HFU19_RS03895,1,0,0,0,0,1,1
HFU19_RS03900,1,0,0,0,1,1,0
HFU19_RS03905,0,0,0,0,1,1,0
HFU19_RS03910,1,0,0,0,0,0,0
HFU19_RS03920,1,0,0,0,0,0,0
HFU19_RS03935,0,0,0,1,1,0,0
HFU19_RS03970,1,0,1,0,0,1,0
HFU19_RS03975,1,0,0,1,1,0,0
HFU19_RS03980,0,0,0,0,0,1,0
HFU19_RS03985,0,0,0,0,0,1,0
HFU19_RS03995,0,0,0,0,0,1,0
HFU19_RS04015,0,0,0,0,0,0,1
HFU19_RS04030,0,0,0,1,0,0,0
HFU19_RS04055,1,0,0,0,0,1,1
HFU19_RS04065,0,0,1,0,0,0,0
HFU19_RS04070,0,0,0,0,1,0,0
HFU19_RS04075,0,0,1,0,1,0,0
HFU19_RS04080,0,1,0,0,0,0,0
HFU19_RS04085,0,0,0,1,1,0,0
HFU19_RS04095,0,1,0,1,0,0,0
HFU19_RS04105,0,0,0,0,0,1,0
HFU19_RS04110,1,0,0,0,0,0,0
HFU19_RS04115,1,0,0,0,0,1,0
HFU19_RS04120,0,0,0,1,0,1,0
HFU19_RS04145,0,0,1,0,1,0,0
HFU19_RS04155,0,0,0,1,0,0,0
HFU19_RS04175,1,0,0,1,0,0,0
HFU19_RS04190,0,0,0,0,1,0,0
HFU19_RS04225,0,1,0,0,0,0,0
HFU19_RS04320,1,0,0,0,0,0,0
HFU19_RS04330,1,0,0,0,0,0,0
HFU19_RS04340,0,1,1,0,0,0,0
HFU19_RS04345,0,1,1,0,0,0,0
HFU19_RS04355,1,0,0,0,1,0,0
HFU19_RS04360,0,1,0,0,0,0,0
HFU19_RS04380,0,0,1,0,0,0,0
HFU19_RS04385,1,0,1,0,0,0,1
HFU19_RS04390,0,0,1,0,0,0,0
HFU19_RS04405,0,0,0,1,1,0,0
HFU19_RS04410,0,0,0,1,0,0,0
HFU19_RS04415,1,0,0,1,0,0,0
HFU19_RS04430,0,1,1,0,0,0,0
HFU19_RS04435,1,0,1,0,0,0,0
HFU19_RS04440,0,0,1,0,0,0,0
HFU19_RS04445,0,1,0,0,0,1,0
HFU19_RS04470,0,1,1,0,0,0,0
HFU19_RS04480,0,0,0,1,0,0,0
HFU19_RS04500,0,0,1,0,0,0,0
HFU19_RS04510,0,0,0,0,0,0,1
HFU19_RS04540,1,0,0,0,0,0,0
HFU19_RS04545,0,0,0,1,0,0,0
HFU19_RS04590,0,0,0,1,0,0,0
HFU19_RS04595,0,0,0,1,0,0,0
HFU19_RS04635,0,0,0,0,1,0,0
HFU19_RS04710,1,0,1,1,1,0,0
HFU19_RS04720,0,0,0,0,0,1,0
HFU19_RS04725,0,0,1,0,0,0,0
HFU19_RS04735,0,0,0,0,0,1,0
HFU19_RS04765,0,0,0,1,0,0,0
HFU19_RS04770,0,0,0,0,1,0,1
HFU19_RS04780,0,0,0,0,0,0,1
HFU19_RS04785,0,0,0,0,1,0,0
HFU19_RS04790,0,0,0,0,0,1,0
HFU19_RS04795,0,0,1,1,1,1,1
HFU19_RS04800,1,0,0,1,0,0,0
HFU19_RS04805,0,0,0,0,0,1,0
HFU19_RS04810,0,1,0,0,0,0,0
HFU19_RS04865,0,1,0,0,0,0,0
HFU19_RS04955,1,0,0,0,0,0,0
HFU19_RS04970,0,0,0,0,0,1,0
HFU19_RS05005,0,0,0,1,1,0,0
HFU19_RS05010,1,0,0,0,0,0,0
HFU19_RS05020,1,0,0,0,0,1,0
HFU19_RS05035,0,0,0,1,0,1,1
HFU19_RS05045,0,0,1,0,0,0,0
HFU19_RS05060,0,0,0,0,1,0,0
HFU19_RS05065,0,1,0,0,0,0,0
HFU19_RS05075,0,0,0,0,0,1,0
HFU19_RS05080,0,0,0,0,1,0,0
HFU19_RS05290,0,0,1,0,0,0,0
HFU19_RS05340,0,0,0,1,1,1,0
HFU19_RS05360,1,0,0,0,0,0,0
HFU19_RS05370,0,0,0,1,1,0,0
HFU19_RS05485,0,0,0,0,1,1,0
HFU19_RS05495,1,0,0,0,0,0,0
HFU19_RS05510,0,0,1,0,0,0,0
HFU19_RS05570,1,0,0,0,0,0,0
HFU19_RS05575,0,0,0,0,1,0,0
HFU19_RS05605,1,0,0,0,0,1,0
HFU19_RS05610,0,0,1,0,0,0,0
HFU19_RS05615,1,0,1,0,0,1,0
HFU19_RS05655,0,0,0,0,0,1,0
HFU19_RS05660,1,0,0,0,0,0,0
HFU19_RS05665,0,0,1,0,0,0,0
HFU19_RS05675,0,0,0,0,0,0,1
HFU19_RS05705,0,1,1,0,0,1,0
HFU19_RS05715,0,0,0,0,0,0,1
HFU19_RS05735,0,0,0,1,0,1,0
HFU19_RS05745,0,0,1,0,0,0,0
HFU19_RS05750,0,0,1,0,0,0,0
HFU19_RS05765,0,1,0,0,0,0,0
HFU19_RS05770,0,1,1,0,0,0,0
HFU19_RS05780,0,0,0,1,0,0,0
HFU19_RS05785,0,0,1,0,0,1,0
HFU19_RS05795,0,0,0,0,1,0,0
HFU19_RS05810,0,0,0,0,1,0,1
HFU19_RS05815,0,0,0,1,0,1,0
HFU19_RS05825,1,0,0,1,0,0,0
HFU19_RS05845,0,1,0,0,0,0,0
HFU19_RS05850,1,1,0,0,0,0,0
HFU19_RS05855,1,0,0,0,1,0,0
HFU19_RS05865,0,0,0,0,1,0,0
HFU19_RS05870,0,0,0,0,0,0,1
HFU19_RS05875,0,0,0,1,0,0,0
HFU19_RS05890,0,0,0,0,0,1,0
HFU19_RS05895,1,0,0,0,1,0,0
HFU19_RS05990,0,0,1,0,0,0,0
HFU19_RS06035,0,1,0,1,0,0,0
HFU19_RS06040,0,0,1,0,0,0,0
HFU19_RS06050,0,1,0,0,0,0,0
HFU19_RS06055,1,0,0,0,0,1,0
HFU19_RS06060,1,0,0,1,0,0,0
HFU19_RS06075,0,0,1,0,0,0,0
HFU19_RS06085,1,0,0,1,0,0,0
HFU19_RS06090,1,0,0,0,0,0,0
HFU19_RS06095,0,0,0,0,0,1,0
HFU19_RS06100,0,0,0,0,0,1,0
HFU19_RS06120,1,0,0,1,0,1,0
HFU19_RS06125,1,0,0,0,1,0,0
HFU19_RS06130,1,0,0,0,0,0,0
HFU19_RS06155,0,1,0,0,0,0,0
HFU19_RS06160,0,0,0,0,0,0,1
HFU19_RS06165,1,0,0,1,0,0,0
HFU19_RS06170,1,0,0,1,0,0,1
HFU19_RS06175,0,0,1,0,0,0,0
HFU19_RS06210,0,0,0,1,0,0,0
HFU19_RS06215,0,0,0,1,0,0,0
HFU19_RS06235,0,1,0,1,0,0,0
HFU19_RS06240,1,0,0,0,0,1,0
HFU19_RS06265,0,0,1,0,0,0,1
HFU19_RS06285,1,0,1,1,0,0,0
HFU19_RS06365,0,0,1,0,0,0,0
HFU19_RS06375,0,0,0,0,0,0,1
HFU19_RS06380,0,0,0,0,1,0,0
HFU19_RS06395,0,1,0,0,0,0,0
HFU19_RS06415,0,0,0,1,0,0,0
HFU19_RS06475,1,0,0,0,0,0,0
HFU19_RS06485,0,0,0,0,0,0,1
HFU19_RS06490,0,0,0,1,0,0,0
HFU19_RS06510,0,0,0,0,0,1,0
HFU19_RS06575,0,0,0,0,1,0,0
HFU19_RS06590,1,0,0,1,0,0,0
HFU19_RS06600,0,1,0,1,0,0,0
HFU19_RS06605,1,0,0,1,1,0,0
HFU19_RS06610,1,0,0,1,0,0,0
HFU19_RS06615,0,0,0,1,0,1,0
HFU19_RS06625,0,0,0,0,1,0,1
HFU19_RS06645,1,0,0,1,0,0,0
HFU19_RS06660,0,1,0,1,0,1,0
HFU19_RS06670,0,0,0,1,0,0,1
HFU19_RS06725,0,0,1,0,0,0,1
HFU19_RS06730,0,0,1,0,0,0,1
HFU19_RS06735,0,0,1,0,0,0,1
HFU19_RS06785,0,1,1,0,0,0,0
HFU19_RS06800,0,0,0,0,1,1,1
HFU19_RS06830,0,0,0,0,0,1,1
HFU19_RS06840,0,0,1,0,0,0,0
HFU19_RS06880,1,0,1,1,0,1,0
HFU19_RS06935,0,0,0,0,1,1,0
HFU19_RS06985,1,0,0,1,0,0,1
HFU19_RS07000,0,0,0,0,1,0,0
HFU19_RS07055,0,0,0,1,0,0,0
HFU19_RS07060,0,0,0,1,0,1,0
HFU19_RS07075,1,0,0,0,0,0,1
HFU19_RS07115,0,0,0,0,1,0,0
HFU19_RS07120,1,0,0,0,0,0,0
HFU19_RS07125,1,0,0,0,0,1,0
HFU19_RS07130,0,0,0,0,0,1,0
HFU19_RS07170,0,0,0,0,1,0,0
HFU19_RS07180,1,0,0,0,0,1,0
HFU19_RS07210,0,0,0,1,0,0,0
HFU19_RS07225,0,0,0,0,1,0,0
HFU19_RS07260,0,1,1,0,0,0,0
HFU19_RS07290,0,0,1,0,0,0,0
HFU19_RS07300,0,0,1,0,0,0,1
HFU19_RS07320,0,0,0,1,0,0,1
HFU19_RS07330,0,0,1,0,0,0,0
HFU19_RS07335,0,0,1,0,0,0,0
HFU19_RS07340,0,0,0,0,0,1,0
HFU19_RS07345,1,0,0,0,0,1,0
