Gene_ID,ArcA,DcuR,Fnr,NarL,NarP,NsrR,TtrR
ABUJ63_RS01160,0,0,0,0,0,0,1
ABUJ63_RS01180,1,1,0,1,0,0,0
ABUJ63_RS01190,0,1,0,0,1,0,0
ABUJ63_RS01200,0,0,0,0,1,0,0
ABUJ63_RS01205,0,1,0,0,0,0,0
ABUJ63_RS01215,0,1,0,0,0,0,0
ABUJ63_RS01220,1,0,0,0,0,0,0
ABUJ63_RS01225,0,0,0,1,0,0,1
ABUJ63_RS01230,1,0,0,0,0,1,0
ABUJ63_RS01240,0,0,0,1,0,0,0
ABUJ63_RS01245,0,0,0,0,0,0,1
ABUJ63_RS01255,0,0,1,0,0,0,0
ABUJ63_RS01265,0,0,0,0,0,1,0
ABUJ63_RS01270,1,0,0,1,0,1,0
ABUJ63_RS01275,0,0,0,1,0,0,0
ABUJ63_RS01280,0,0,0,1,0,1,0
ABUJ63_RS01285,0,0,0,0,0,1,0
ABUJ63_RS01290,1,0,0,0,0,0,0
ABUJ63_RS01305,0,0,0,0,0,0,1
ABUJ63_RS01310,0,0,0,0,0,0,1
ABUJ63_RS01315,1,0,0,0,1,0,0
ABUJ63_RS01320,1,0,0,0,1,0,0
ABUJ63_RS01330,0,0,1,0,0,0,0
ABUJ63_RS01335,0,1,0,0,0,0,0
ABUJ63_RS01340,1,0,0,0,0,0,0
ABUJ63_RS01355,0,0,0,1,0,0,0
ABUJ63_RS01360,0,0,1,0,0,0,0
ABUJ63_RS01385,1,0,0,0,0,0,0
ABUJ63_RS01390,0,0,0,1,0,0,0
ABUJ63_RS01395,1,1,0,0,0,1,0
ABUJ63_RS01400,0,0,0,0,0,1,0
ABUJ63_RS01405,0,0,0,0,0,1,0
ABUJ63_RS01410,0,0,0,0,0,1,0
ABUJ63_RS01415,1,0,0,1,0,1,0
ABUJ63_RS01420,1,0,1,0,1,0,1
ABUJ63_RS01425,0,0,0,1,0,0,1
ABUJ63_RS01430,1,0,0,0,0,0,0
ABUJ63_RS01435,0,1,0,0,1,0,0
ABUJ63_RS01440,0,0,0,0,0,1,0
ABUJ63_RS01445,1,0,0,1,0,0,0
ABUJ63_RS01450,0,0,1,1,0,0,0
ABUJ63_RS01465,0,0,0,1,0,0,0
ABUJ63_RS01470,0,0,1,0,0,0,0
ABUJ63_RS01475,1,0,1,1,0,0,0
ABUJ63_RS01480,0,0,0,0,1,0,0
ABUJ63_RS01485,0,0,0,0,1,0,0
ABUJ63_RS01490,0,0,0,1,0,0,0
ABUJ63_RS01495,0,0,0,0,1,1,1
ABUJ63_RS01500,1,0,1,0,0,1,0
ABUJ63_RS01505,0,0,0,0,0,1,0
ABUJ63_RS01510,1,0,0,0,0,0,0
ABUJ63_RS01515,0,1,0,1,0,0,0
ABUJ63_RS01520,1,1,0,0,1,0,0
ABUJ63_RS01525,0,0,0,0,0,1,0
ABUJ63_RS01530,0,0,0,1,0,0,0
ABUJ63_RS01535,0,1,1,0,0,0,0
ABUJ63_RS01545,0,0,0,1,0,0,1
ABUJ63_RS01550,0,0,0,1,0,1,0
ABUJ63_RS01555,1,0,0,0,0,1,0
ABUJ63_RS01560,1,0,0,0,0,0,0
ABUJ63_RS01565,0,1,0,0,0,0,0
ABUJ63_RS01570,0,1,0,0,0,0,0
ABUJ63_RS01575,0,0,1,0,0,0,0
ABUJ63_RS01580,0,0,0,0,0,1,0
ABUJ63_RS01585,0,0,0,0,0,1,0
ABUJ63_RS01595,1,1,1,0,0,0,0
ABUJ63_RS01600,0,0,1,0,0,1,0
ABUJ63_RS01605,0,0,1,0,0,1,0
ABUJ63_RS01610,1,1,1,0,0,1,0
ABUJ63_RS01615,0,0,0,0,0,1,0
ABUJ63_RS01620,0,0,1,0,1,0,0
ABUJ63_RS01625,0,0,0,1,0,0,0
ABUJ63_RS01635,0,0,0,0,1,0,0
ABUJ63_RS01640,0,0,0,1,1,0,0
ABUJ63_RS01645,0,1,0,0,0,0,0
ABUJ63_RS01650,0,0,0,0,0,1,1
ABUJ63_RS01660,0,0,0,0,1,1,0
ABUJ63_RS01665,1,0,0,0,0,0,0
ABUJ63_RS01670,0,1,0,0,0,0,0
ABUJ63_RS01675,1,0,0,1,0,0,1
ABUJ63_RS01680,1,0,0,0,0,0,0
ABUJ63_RS01685,0,1,0,1,0,1,0
ABUJ63_RS01690,0,1,0,1,0,0,0
ABUJ63_RS01715,0,0,0,0,0,1,0
ABUJ63_RS01720,0,0,0,0,1,0,0
ABUJ63_RS01730,0,0,0,0,1,0,0
ABUJ63_RS01735,0,0,0,1,1,1,0
ABUJ63_RS01740,0,0,0,0,0,0,1
ABUJ63_RS01745,0,0,0,1,1,0,0
ABUJ63_RS01760,0,0,0,0,0,0,1
ABUJ63_RS01765,0,0,1,0,0,0,0
ABUJ63_RS01780,1,0,0,0,0,0,0
ABUJ63_RS01785,0,0,1,1,0,0,0
ABUJ63_RS01800,0,0,0,0,1,0,0
ABUJ63_RS01805,0,0,0,0,1,0,0
ABUJ63_RS01815,0,0,0,1,0,0,0
ABUJ63_RS01820,0,0,1,0,0,0,0
ABUJ63_RS01835,0,0,1,1,1,0,0
ABUJ63_RS01840,0,0,0,0,0,0,1
ABUJ63_RS01870,0,0,0,0,0,0,1
ABUJ63_RS01875,0,1,0,0,0,0,0
ABUJ63_RS01880,0,0,0,0,0,1,0
ABUJ63_RS01885,0,0,1,0,0,0,0
ABUJ63_RS01900,0,0,0,1,0,0,0
ABUJ63_RS01905,0,1,0,0,0,0,1
ABUJ63_RS01925,1,0,0,0,0,0,0
ABUJ63_RS01930,0,1,0,1,0,1,0
ABUJ63_RS01950,0,0,0,0,0,0,1
ABUJ63_RS01955,0,0,1,0,0,0,0
ABUJ63_RS01960,0,0,1,0,0,0,0
ABUJ63_RS01970,1,0,0,0,0,0,0
ABUJ63_RS01975,0,0,1,1,0,0,1
ABUJ63_RS01980,0,0,1,0,0,0,0
ABUJ63_RS01985,0,0,0,0,0,1,1
ABUJ63_RS01990,0,0,1,0,0,0,1
ABUJ63_RS01995,0,0,1,0,0,0,1
ABUJ63_RS02000,1,0,1,1,0,0,1
ABUJ63_RS02005,0,1,0,1,0,1,1
ABUJ63_RS02010,0,0,0,0,0,1,0
ABUJ63_RS02015,0,1,0,1,0,0,0
ABUJ63_RS02020,0,1,1,0,1,0,0
ABUJ63_RS02025,0,1,1,1,0,1,0
ABUJ63_RS02030,0,0,1,0,0,1,0
ABUJ63_RS02035,0,0,0,0,1,0,0
ABUJ63_RS02050,1,0,0,1,0,0,0
ABUJ63_RS02055,0,0,0,1,1,0,1
ABUJ63_RS02060,0,1,0,0,0,0,0
ABUJ63_RS02065,0,0,0,0,1,0,0
ABUJ63_RS02085,1,0,0,0,0,1,0
ABUJ63_RS02095,0,0,0,0,1,0,0
ABUJ63_RS02100,0,0,0,0,1,0,0
ABUJ63_RS02105,0,1,0,0,0,0,1
ABUJ63_RS02110,0,1,1,0,0,0,1
ABUJ63_RS02115,0,0,1,0,0,0,0
ABUJ63_RS02120,0,0,1,0,0,0,0
ABUJ63_RS02125,0,0,0,0,0,1,0
ABUJ63_RS02130,0,0,0,0,1,1,0
ABUJ63_RS02135,1,0,0,0,1,0,1
ABUJ63_RS02140,0,0,1,0,0,0,1
ABUJ63_RS02150,1,0,0,0,0,0,0
ABUJ63_RS02160,1,0,0,1,0,1,1
ABUJ63_RS02165,1,0,0,0,0,0,0
ABUJ63_RS02175,0,0,1,0,0,0,0
ABUJ63_RS02180,0,0,1,0,0,0,0
ABUJ63_RS02185,0,1,0,1,0,0,0
ABUJ63_RS02190,0,0,1,1,0,0,0
ABUJ63_RS02195,0,1,0,1,0,0,0
ABUJ63_RS02215,0,0,0,1,0,0,1
ABUJ63_RS02220,0,0,0,0,0,1,0
ABUJ63_RS02225,0,0,0,0,1,0,0
ABUJ63_RS02230,0,0,0,0,1,0,1
ABUJ63_RS02240,0,0,0,1,1,0,0
ABUJ63_RS02245,1,0,1,0,0,0,0
ABUJ63_RS02250,0,0,1,0,1,0,0
ABUJ63_RS02255,1,0,0,0,1,0,0
ABUJ63_RS02265,0,1,1,0,0,0,0
ABUJ63_RS02295,0,0,0,0,1,0,0
ABUJ63_RS02300,0,0,0,0,0,1,0
ABUJ63_RS02305,0,0,0,1,0,0,0
ABUJ63_RS02310,1,0,0,0,0,0,0
ABUJ63_RS02315,0,0,1,0,0,0,0
ABUJ63_RS02330,0,0,0,0,0,1,0
ABUJ63_RS02345,0,0,0,0,1,0,0
ABUJ63_RS02350,0,0,1,0,1,1,0
ABUJ63_RS02355,0,0,0,1,0,1,0
ABUJ63_RS02360,0,0,1,0,0,0,0
ABUJ63_RS02365,0,0,1,1,0,0,0
ABUJ63_RS02370,1,0,0,0,0,0,0
ABUJ63_RS02375,0,0,1,0,0,0,0
ABUJ63_RS02380,0,0,0,0,0,1,1
ABUJ63_RS02385,0,0,0,0,1,0,0
ABUJ63_RS02390,0,0,0,1,0,1,0
ABUJ63_RS02395,1,0,0,0,0,0,0
ABUJ63_RS02400,0,1,0,0,0,0,0
ABUJ63_RS02405,0,1,0,0,0,0,0
ABUJ63_RS02410,1,0,1,0,0,0,0
ABUJ63_RS02415,0,1,0,0,0,0,0
ABUJ63_RS02420,0,1,0,0,0,0,0
ABUJ63_RS02425,1,0,0,0,0,0,1
ABUJ63_RS02430,0,0,0,1,1,1,0
ABUJ63_RS02435,0,0,0,0,0,1,0
ABUJ63_RS02440,0,0,0,0,0,1,0
ABUJ63_RS02445,1,0,0,0,0,0,1
ABUJ63_RS02450,1,0,0,1,0,0,0
ABUJ63_RS02455,1,0,0,0,0,0,0
ABUJ63_RS02465,0,0,0,1,0,0,1
ABUJ63_RS02480,1,0,0,0,0,0,0
ABUJ63_RS02490,0,0,1,0,0,0,1
ABUJ63_RS02500,0,0,1,0,0,0,0
ABUJ63_RS02505,1,0,1,0,0,0,0
ABUJ63_RS02510,1,0,1,0,0,0,0
ABUJ63_RS02515,1,1,1,0,0,0,0
ABUJ63_RS02525,0,0,0,1,0,0,0
ABUJ63_RS02555,0,1,1,0,1,0,0
ABUJ63_RS02565,0,0,1,0,0,0,0
ABUJ63_RS02575,0,0,0,0,1,0,0
ABUJ63_RS02585,0,0,0,0,0,1,1
ABUJ63_RS02590,0,0,0,0,1,0,0
ABUJ63_RS02595,0,0,0,0,1,0,0
ABUJ63_RS02600,0,1,0,0,0,0,0
ABUJ63_RS02605,0,0,1,0,0,0,1
ABUJ63_RS02610,0,0,0,1,0,0,0
ABUJ63_RS02640,0,1,0,0,0,0,0
ABUJ63_RS02645,0,0,1,0,0,0,0
ABUJ63_RS02655,0,1,0,0,0,1,0
ABUJ63_RS02660,0,0,0,0,0,1,0
ABUJ63_RS02675,0,0,0,1,0,1,0
ABUJ63_RS02680,1,0,0,0,1,0,1
ABUJ63_RS02685,1,0,0,0,0,0,0
ABUJ63_RS02690,1,0,0,0,1,0,0
ABUJ63_RS02695,0,0,1,0,0,0,0
ABUJ63_RS02700,0,1,0,0,0,0,1
ABUJ63_RS02705,0,0,1,0,0,0,0
ABUJ63_RS02710,0,0,0,0,1,0,0
ABUJ63_RS02715,0,0,0,0,0,1,0
ABUJ63_RS02720,0,0,0,0,1,1,0
ABUJ63_RS02740,0,0,1,0,0,0,0
ABUJ63_RS02745,0,1,0,0,0,0,1
ABUJ63_RS02750,0,0,1,0,0,0,0
ABUJ63_RS02765,0,0,1,0,0,0,1
ABUJ63_RS02770,0,0,1,0,0,0,1
ABUJ63_RS02775,0,0,1,1,0,0,0
ABUJ63_RS02795,0,0,1,0,0,0,0
ABUJ63_RS02800,0,0,1,0,0,0,0
ABUJ63_RS02805,0,0,0,1,0,1,0
ABUJ63_RS02810,1,0,0,0,0,1,0
ABUJ63_RS02820,0,0,0,0,1,1,0
ABUJ63_RS02825,1,0,0,0,0,0,0
ABUJ63_RS02830,1,0,0,0,0,0,0
ABUJ63_RS02840,0,0,0,1,0,1,0
ABUJ63_RS02845,1,0,1,0,0,0,0
ABUJ63_RS02850,0,1,0,1,0,1,0
ABUJ63_RS02855,0,1,0,1,0,1,0
ABUJ63_RS02860,1,0,0,0,0,0,0
ABUJ63_RS02870,0,1,1,1,1,0,0
ABUJ63_RS02875,1,0,0,0,0,1,0
ABUJ63_RS02880,1,0,0,0,0,0,0
ABUJ63_RS02885,0,0,1,0,1,0,0
ABUJ63_RS02890,0,0,0,0,1,0,0
ABUJ63_RS02895,0,1,0,0,0,0,0
ABUJ63_RS02900,1,0,0,0,0,0,0
ABUJ63_RS02905,1,0,0,0,0,0,0
ABUJ63_RS02915,1,0,0,0,0,0,0
ABUJ63_RS02920,0,0,0,0,0,1,0
ABUJ63_RS02925,0,0,0,0,0,1,0
ABUJ63_RS02935,0,0,0,1,0,0,0
ABUJ63_RS02940,0,0,1,0,0,0,0
ABUJ63_RS02945,1,0,0,1,1,0,0
ABUJ63_RS02950,1,0,0,0,0,0,0
ABUJ63_RS02955,0,0,0,0,1,0,0
ABUJ63_RS02960,0,0,0,0,1,0,0
ABUJ63_RS02965,0,0,0,1,0,0,0
ABUJ63_RS02970,0,0,0,0,0,1,0
ABUJ63_RS02975,0,1,0,0,0,0,0
ABUJ63_RS02995,0,0,1,0,0,0,0
ABUJ63_RS03000,0,1,1,0,0,0,1
ABUJ63_RS03010,1,0,0,0,0,0,0
ABUJ63_RS03015,0,0,0,1,0,0,0
ABUJ63_RS03025,0,0,0,0,0,1,0
ABUJ63_RS03030,0,0,1,0,0,0,0
ABUJ63_RS03035,0,1,1,0,1,0,0
ABUJ63_RS03040,0,0,0,0,1,1,0
ABUJ63_RS03050,0,0,0,0,0,1,0
ABUJ63_RS03060,0,0,0,0,0,1,0
ABUJ63_RS03075,0,1,0,0,0,0,0
ABUJ63_RS03080,0,0,1,0,0,0,0
ABUJ63_RS03085,0,1,1,0,0,0,0
ABUJ63_RS03095,0,0,1,0,0,0,0
ABUJ63_RS03100,1,0,0,0,0,0,0
ABUJ63_RS03110,0,0,0,1,1,0,0
ABUJ63_RS03130,0,0,0,0,0,1,0
ABUJ63_RS03140,0,1,0,0,0,0,0
ABUJ63_RS03155,0,0,0,0,1,0,0
ABUJ63_RS03160,0,0,0,0,1,0,0
ABUJ63_RS03165,1,0,0,0,0,0,0
ABUJ63_RS03210,0,0,0,1,0,1,0
ABUJ63_RS03220,0,0,0,1,0,0,0
ABUJ63_RS03225,1,0,0,0,0,0,0
ABUJ63_RS03230,0,0,1,0,0,0,0
ABUJ63_RS03235,0,0,0,0,1,0,0
ABUJ63_RS03240,0,0,1,0,0,0,0
ABUJ63_RS03245,0,0,1,0,0,0,0
ABUJ63_RS03250,1,0,0,0,0,0,0
ABUJ63_RS03255,1,0,0,0,0,0,0
ABUJ63_RS03265,0,1,0,0,0,1,0
ABUJ63_RS03270,0,1,0,0,0,0,0
ABUJ63_RS03275,1,0,0,0,0,1,0
ABUJ63_RS03285,0,0,1,0,0,0,0
ABUJ63_RS03295,0,0,0,1,0,0,1
ABUJ63_RS03300,0,0,0,1,0,0,0
ABUJ63_RS03305,0,0,1,1,0,0,0
ABUJ63_RS03320,0,0,0,0,0,1,1
ABUJ63_RS03325,0,0,0,1,1,0,0
ABUJ63_RS03330,0,0,0,0,0,1,0
ABUJ63_RS03335,0,0,1,0,0,1,0
ABUJ63_RS03380,1,0,0,0,0,0,1
ABUJ63_RS03390,0,0,1,0,0,0,0
ABUJ63_RS03395,1,0,0,1,0,0,0
ABUJ63_RS03405,0,0,0,0,0,0,1
ABUJ63_RS03410,1,0,0,0,0,0,0
ABUJ63_RS03415,0,0,0,1,0,0,0
ABUJ63_RS03420,1,0,0,0,0,0,0
ABUJ63_RS03425,1,0,1,0,1,0,0
ABUJ63_RS03445,0,0,0,0,1,0,0
ABUJ63_RS03450,1,0,0,1,0,1,0
ABUJ63_RS03455,0,0,0,1,0,0,0
ABUJ63_RS03460,1,0,0,1,0,1,1
ABUJ63_RS03465,0,0,0,1,0,0,0
ABUJ63_RS03470,1,0,0,1,0,1,0
ABUJ63_RS03480,0,0,0,1,1,0,1
ABUJ63_RS03485,1,0,0,1,1,0,0
ABUJ63_RS03490,1,0,0,1,1,0,1
ABUJ63_RS03495,0,0,0,0,1,1,0
ABUJ63_RS03500,1,0,0,1,1,0,1
ABUJ63_RS03510,0,0,0,0,1,0,0
ABUJ63_RS03515,1,0,0,0,0,0,0
ABUJ63_RS03525,1,0,0,0,0,1,0
ABUJ63_RS03555,1,1,1,0,0,0,0
ABUJ63_RS03565,0,0,0,1,0,0,0
ABUJ63_RS03570,0,0,0,1,0,0,0
ABUJ63_RS03590,0,0,0,0,0,0,1
ABUJ63_RS03595,0,0,0,0,0,1,0
ABUJ63_RS03600,0,0,0,0,0,1,0
ABUJ63_RS03605,1,0,0,1,0,0,0
ABUJ63_RS03610,0,0,1,0,0,0,0
ABUJ63_RS03620,0,0,0,1,0,0,1
ABUJ63_RS03630,1,0,0,0,0,0,0
ABUJ63_RS03635,0,0,0,1,1,0,0
ABUJ63_RS03640,0,0,0,0,0,1,0
ABUJ63_RS03650,1,0,0,0,0,0,0
ABUJ63_RS03655,0,0,0,1,0,1,0
ABUJ63_RS03660,0,1,1,0,0,0,0
ABUJ63_RS03665,0,1,1,0,0,1,0
ABUJ63_RS03670,0,0,0,0,0,1,0
ABUJ63_RS03675,1,0,0,0,0,0,0
ABUJ63_RS03685,0,0,0,1,0,1,1
ABUJ63_RS03700,0,0,0,1,1,0,0
ABUJ63_RS03705,0,0,0,1,0,0,0
ABUJ63_RS03720,0,0,0,0,0,0,1
ABUJ63_RS03725,0,0,0,1,0,0,0
ABUJ63_RS03730,0,0,0,0,1,1,0
ABUJ63_RS03735,0,0,1,0,0,0,1
ABUJ63_RS03745,0,0,0,0,1,0,0
ABUJ63_RS03755,1,0,0,0,0,0,0
ABUJ63_RS03780,0,1,0,1,1,0,0
ABUJ63_RS03785,0,1,0,0,0,0,0
ABUJ63_RS03790,0,0,0,0,1,0,0
ABUJ63_RS03795,0,0,0,1,0,0,0
ABUJ63_RS03805,0,0,0,0,0,1,0
ABUJ63_RS03815,0,0,0,0,1,0,0
ABUJ63_RS03825,1,0,0,0,0,1,0
ABUJ63_RS03830,1,0,0,0,0,1,0
ABUJ63_RS03835,0,1,0,1,0,0,0
ABUJ63_RS03840,0,0,1,0,0,0,0
ABUJ63_RS03845,1,0,0,0,0,0,0
ABUJ63_RS03850,0,1,0,0,1,0,1
ABUJ63_RS03860,0,1,0,0,0,0,0
ABUJ63_RS03875,0,0,0,1,0,1,0
ABUJ63_RS03890,0,0,0,1,1,0,0
ABUJ63_RS03895,1,0,0,0,0,1,0
ABUJ63_RS03900,0,0,0,0,0,1,0
ABUJ63_RS03915,0,0,0,0,1,1,0
ABUJ63_RS03920,1,0,0,0,0,0,0
ABUJ63_RS03930,0,0,0,0,0,1,1
ABUJ63_RS03935,0,0,0,1,0,0,0
ABUJ63_RS03940,0,0,0,0,0,1,1
ABUJ63_RS03945,0,0,1,0,0,0,0
ABUJ63_RS03950,0,0,1,0,0,0,0
ABUJ63_RS03955,1,0,0,0,0,0,0
ABUJ63_RS03960,0,0,0,0,1,0,0
ABUJ63_RS03965,0,0,0,0,1,0,1
ABUJ63_RS03970,1,0,0,0,0,0,0
ABUJ63_RS03975,0,0,0,0,1,1,0
ABUJ63_RS03985,0,0,0,0,0,0,1
ABUJ63_RS03990,0,0,0,0,1,0,0
ABUJ63_RS03995,1,0,0,0,0,0,0
ABUJ63_RS04000,1,0,0,1,0,0,0
ABUJ63_RS04005,0,0,1,0,0,1,0
ABUJ63_RS04010,0,1,0,0,0,0,0
ABUJ63_RS04015,0,1,0,0,0,0,0
ABUJ63_RS04030,0,0,0,0,0,1,0
ABUJ63_RS04035,1,0,0,1,0,1,0
ABUJ63_RS04040,0,0,0,0,1,0,0
ABUJ63_RS04045,0,0,1,0,0,1,0
ABUJ63_RS04050,0,0,0,1,0,0,0
ABUJ63_RS04055,0,0,0,1,0,0,0
ABUJ63_RS04060,0,0,0,1,0,0,0
ABUJ63_RS04075,0,0,0,1,0,0,0
ABUJ63_RS04080,0,1,1,0,0,0,0
ABUJ63_RS04085,0,0,1,0,0,0,1
ABUJ63_RS04090,0,0,1,0,0,0,0
ABUJ63_RS04095,0,0,0,1,0,0,0
ABUJ63_RS04100,0,0,0,0,1,0,0
ABUJ63_RS04110,1,0,0,1,0,0,0
ABUJ63_RS04115,0,0,1,0,0,0,0
ABUJ63_RS04120,0,0,0,0,0,1,0
ABUJ63_RS04165,0,1,1,0,0,0,0
ABUJ63_RS04170,0,1,1,0,1,0,0
ABUJ63_RS04175,0,0,1,0,0,1,0
ABUJ63_RS04180,0,0,1,0,0,1,0
ABUJ63_RS04185,1,0,0,0,1,0,0
ABUJ63_RS04190,0,0,1,0,0,0,0
ABUJ63_RS04195,0,0,0,1,0,0,0
ABUJ63_RS04200,0,0,0,1,0,0,0
ABUJ63_RS04205,1,0,0,1,1,1,1
ABUJ63_RS04210,0,0,0,0,0,0,1
ABUJ63_RS04220,0,0,0,0,0,1,0
ABUJ63_RS04225,0,0,0,1,0,0,0
ABUJ63_RS04240,1,0,0,0,0,0,0
ABUJ63_RS04245,0,1,0,0,0,1,0
ABUJ63_RS04250,0,0,0,0,0,1,1
ABUJ63_RS04255,0,1,0,0,0,0,0
ABUJ63_RS04260,0,1,0,0,0,0,0
ABUJ63_RS04265,1,0,0,0,0,0,0
ABUJ63_RS04270,0,0,0,0,0,1,0
ABUJ63_RS04275,0,0,1,0,0,0,0
ABUJ63_RS04280,1,0,0,1,0,1,0
ABUJ63_RS04285,1,0,1,0,1,0,0
ABUJ63_RS04295,0,0,0,0,1,0,0
ABUJ63_RS04300,0,1,0,1,0,0,0
ABUJ63_RS04305,0,1,0,1,0,0,0
ABUJ63_RS04310,0,0,0,1,0,0,0
ABUJ63_RS04320,0,0,0,1,1,0,0
ABUJ63_RS04325,0,0,0,0,0,1,0
ABUJ63_RS04335,0,0,0,0,1,0,0
ABUJ63_RS04340,1,0,0,0,0,0,0
ABUJ63_RS04345,0,0,0,1,0,0,0
ABUJ63_RS04355,0,0,0,0,1,0,0
ABUJ63_RS04370,0,0,0,1,0,0,0
ABUJ63_RS04380,0,0,1,0,0,1,0
ABUJ63_RS04385,0,1,0,1,0,0,0
ABUJ63_RS04390,0,0,0,0,0,1,0
ABUJ63_RS04395,1,0,0,1,0,0,0
ABUJ63_RS04400,1,0,0,1,0,0,0
ABUJ63_RS04415,0,0,0,0,0,1,0
ABUJ63_RS04420,0,0,1,0,1,0,0
ABUJ63_RS04425,1,0,0,1,0,1,0
ABUJ63_RS04430,1,0,0,0,0,0,0
ABUJ63_RS04435,1,0,0,0,0,0,0
ABUJ63_RS04445,1,0,0,0,0,0,1
ABUJ63_RS04450,0,0,1,0,0,1,0
ABUJ63_RS04455,0,0,1,0,0,1,0
ABUJ63_RS04465,0,0,1,0,0,0,0
ABUJ63_RS04470,0,0,1,0,0,0,0
ABUJ63_RS04490,0,0,0,0,0,0,1
ABUJ63_RS04495,0,0,1,0,0,1,0
ABUJ63_RS04500,0,0,1,1,0,0,0
ABUJ63_RS04505,1,0,1,0,0,0,0
ABUJ63_RS04530,0,0,0,1,1,0,0
ABUJ63_RS04535,0,0,0,1,0,0,0
ABUJ63_RS04545,0,0,0,0,0,1,0
ABUJ63_RS04550,0,0,0,1,0,1,0
ABUJ63_RS04555,0,0,0,1,0,0,0
ABUJ63_RS04565,0,0,1,0,0,0,0
ABUJ63_RS04570,0,0,1,0,0,0,0
ABUJ63_RS04580,0,0,0,0,1,0,0
ABUJ63_RS04585,0,0,0,0,1,0,0
ABUJ63_RS04590,1,0,0,0,0,1,0
ABUJ63_RS04600,1,1,0,0,1,0,1
ABUJ63_RS04605,1,1,0,0,0,0,0
ABUJ63_RS04610,0,0,0,0,0,1,0
ABUJ63_RS04615,0,0,1,0,0,1,0
ABUJ63_RS04620,1,0,0,0,0,0,0
ABUJ63_RS04625,0,0,1,0,0,0,1
ABUJ63_RS04640,1,0,0,0,0,0,0
ABUJ63_RS04645,1,0,0,0,1,0,0
ABUJ63_RS04655,0,0,0,0,1,0,0
ABUJ63_RS04660,0,0,1,0,0,0,0
ABUJ63_RS04670,1,0,0,0,0,0,0
ABUJ63_RS04675,0,0,0,0,1,0,0
ABUJ63_RS04685,1,0,0,0,1,0,0
ABUJ63_RS04720,0,0,0,1,0,0,0
ABUJ63_RS04735,0,0,0,0,1,0,0
ABUJ63_RS04740,0,0,0,1,1,0,0
ABUJ63_RS04745,0,0,1,0,0,0,0
ABUJ63_RS04750,0,0,1,0,0,0,0
ABUJ63_RS04760,0,0,1,1,0,1,0
ABUJ63_RS04770,0,0,0,0,1,1,0
ABUJ63_RS04780,1,0,0,0,0,0,0
ABUJ63_RS04785,0,0,0,0,0,1,0
ABUJ63_RS04790,0,0,1,0,0,0,0
ABUJ63_RS04800,1,0,0,0,0,0,0
ABUJ63_RS04805,0,0,1,1,0,1,1
ABUJ63_RS04815,1,0,0,0,0,0,0
ABUJ63_RS04820,0,0,0,1,0,0,0
ABUJ63_RS04825,0,0,0,1,0,0,0
ABUJ63_RS04830,0,0,0,0,0,1,0
ABUJ63_RS04835,0,0,0,0,0,1,1
ABUJ63_RS04840,0,0,1,0,0,0,0
ABUJ63_RS04845,0,0,0,0,1,1,0
ABUJ63_RS04850,0,0,0,0,0,1,0
ABUJ63_RS04855,0,1,0,0,0,1,0
ABUJ63_RS04860,0,0,0,0,0,1,0
ABUJ63_RS04880,0,0,0,0,0,1,0
ABUJ63_RS04895,0,0,0,0,0,0,1
ABUJ63_RS04900,0,0,0,1,0,1,0
ABUJ63_RS04905,0,0,0,0,0,0,1
ABUJ63_RS04910,0,0,0,0,1,0,0
ABUJ63_RS04920,0,0,1,0,0,0,0
ABUJ63_RS04930,0,0,0,0,1,1,0
ABUJ63_RS04935,1,0,0,0,0,0,0
ABUJ63_RS04940,0,0,1,0,0,1,0
ABUJ63_RS04945,0,0,0,0,1,0,0
ABUJ63_RS04950,0,0,0,1,0,0,0
ABUJ63_RS04955,1,0,1,0,0,0,0
ABUJ63_RS04970,1,0,0,0,0,0,0
ABUJ63_RS04975,1,0,0,0,0,0,0
ABUJ63_RS04980,0,0,0,1,0,0,0
ABUJ63_RS04985,1,0,0,0,0,1,0
ABUJ63_RS05000,0,0,0,1,1,0,0
ABUJ63_RS05020,0,0,0,0,0,0,1
ABUJ63_RS05025,1,0,0,0,0,1,0
ABUJ63_RS05030,0,0,1,0,0,0,0
ABUJ63_RS05035,0,0,1,0,0,0,0
ABUJ63_RS05045,0,0,0,0,0,0,1
ABUJ63_RS05050,0,0,0,0,0,0,1
ABUJ63_RS05065,0,0,0,0,0,0,1
ABUJ63_RS05085,0,1,1,0,0,0,0
ABUJ63_RS05090,0,1,1,0,0,0,0
ABUJ63_RS05095,0,1,0,0,0,0,0
ABUJ63_RS05100,0,1,0,0,0,0,0
ABUJ63_RS05110,0,0,0,1,0,1,0
ABUJ63_RS05115,1,0,0,0,0,0,0
ABUJ63_RS05120,1,0,0,0,0,0,0
ABUJ63_RS05130,0,0,0,0,0,1,0
ABUJ63_RS05135,1,1,0,0,1,0,0
ABUJ63_RS05140,0,0,1,0,0,1,0
ABUJ63_RS05145,1,0,0,0,0,0,0
ABUJ63_RS05150,1,0,0,0,0,1,0
ABUJ63_RS05155,0,0,0,0,0,0,1
ABUJ63_RS05170,1,0,0,0,0,0,0
ABUJ63_RS05175,1,0,0,0,0,0,0
ABUJ63_RS05185,0,0,0,0,0,1,0
ABUJ63_RS05190,0,0,0,0,0,1,0
ABUJ63_RS05195,0,0,0,1,0,0,0
ABUJ63_RS05200,0,0,0,1,0,0,0
